         208441 function calls (201061 primitive calls) in 0.386 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.002    0.002 _compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _config.py:22(_get_threadlocal_config)
        2    0.000    0.000    0.000    0.000 _config.py:30(get_config)
        2    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:119(LinearConstraint)
        1    0.000    0.000    0.010    0.010 _constraints.py:18(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:207(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:284(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.001    0.001    0.120    0.120 _continuous_distns.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1057(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1140(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1218(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1272(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:131(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1343(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1413(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1469(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1529(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1591(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1703(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1784(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1853(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1909(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:198(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1989(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2033(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2135(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2196(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2269(truncweibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2379(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2453(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2512(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2635(genexpon_gen)
        2    0.000    0.000    0.000    0.000 _continuous_distns.py:266(_norm_pdf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2691(genextreme_gen)
        6    0.000    0.000    0.000    0.000 _continuous_distns.py:282(_norm_ppf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2886(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:298(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3052(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3109(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3196(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3249(genhyperbolic_gen)
        2    0.000    0.000    0.000    0.000 _continuous_distns.py:327(_pdf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3459(gompertz_gen)
        6    0.000    0.000    0.000    0.000 _continuous_distns.py:346(_ppf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3512(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3610(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3688(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3734(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3790(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3844(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3887(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3947(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4024(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:412(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4125(geninvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4439(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4586(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4650(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:469(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4703(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4756(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4831(laplace_asymmetric_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4971(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5026(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5084(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:512(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5183(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5245(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5306(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5447(gibrat_gen)
       12    0.000    0.000    0.000    0.000 _continuous_distns.py:55(_call_super_mom)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5505(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5533(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5595(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:560(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5660(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:574(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5934(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5993(moyal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6088(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:609(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6169(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6237(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6330(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6438(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6537(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6695(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6752(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:68(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6932(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6997(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7044(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7087(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7155(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7281(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7380(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7446(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7502(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7565(skewcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7633(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7713(trapezoid_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7827(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7903(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8009(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:803(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8182(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8235(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8245(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8430(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8489(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8544(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8608(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8698(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:873(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8765(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8934(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9135(rv_histogram)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9276(studentized_range_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:931(burr_gen)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.005    0.005 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:156(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:364(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:464(CubicSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.305    0.305 _dataloader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dataloader.py:61(assert_root_dir)
        1    0.122    0.122    1.298    1.298 _dataloader.py:79(get_dataset)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _deprecated_my_exceptions.py:1(<module>)
      156    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:102(<lambda>)
        1    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:11(JoblibException)
        1    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:39(TransportableException)
       48    0.001    0.000    0.001    0.000 _deprecated_my_exceptions.py:66(_mk_exception)
        1    0.000    0.000    0.002    0.002 _deprecated_my_exceptions.py:98(_mk_common_exceptions)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecation_warning.py:1(SetuptoolsDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:11(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:290(VectorFunction)
